transaction_id,merchant_id,transaction_timestamp,transaction_amount,merchant_avg_amount,merchant_std_amount,hour_of_day,is_weekend,time_since_last_tx_sec,merchant_age_days,is_early_lifecycle_tx,payment_method,merchant_failure_rate_7d
t_248ef4285e85,m_23c3c28070,2024-05-01 00:00:00.0000000,19986.00,40759.809248,22188.4157863681,0,0,86400,81,0,bank,0.000000000000
t_2492af3445d0,m_4cb0ef01fc,2024-03-10 00:00:00.0000000,33766.00,42477.980769,21771.0774180057,0,1,86400,44,0,ussd,0.000000000000
t_24935bcfbaa2,m_2d480b2df9,2024-04-19 00:00:00.0000000,8765.00,40585.217391,22551.8080141537,0,0,86400,52,0,bank,0.000000000000
t_24a3b1c90433,m_250c027d7e,2024-03-09 00:00:00.0000000,33952.00,34644.625000,21272.2449277893,0,1,0,18,0,card,0.000000000000
t_24a51d9feb35,m_70ef414429,2024-04-22 00:00:00.0000000,64876.00,46192.731707,21734.6875995773,0,0,86400,94,0,bank,0.000000000000
t_24a9685b1499,m_edfe8aac84,2024-03-29 00:00:00.0000000,51525.00,41038.465447,24053.4250526313,0,0,0,75,0,card,0.000000000000
t_24abff19747f,m_2414ba1714,2024-05-19 00:00:00.0000000,62722.00,36832.250000,23292.2830172258,0,1,259200,128,0,bank,0.000000000000
t_24ad2c53adc6,m_4a698d8b4c,2024-02-29 00:00:00.0000000,71074.00,41062.515625,22199.3855362875,0,0,0,54,0,bank,0.000000000000
t_24b79b8cb1d9,m_990a8f98b1,2024-03-24 00:00:00.0000000,49542.00,35965.511363,22042.5924659637,0,1,86400,82,0,bank,0.000000000000
t_24be120477a9,m_f6132644ff,2024-04-07 00:00:00.0000000,67263.00,41815.100000,22412.7524104418,0,1,0,48,0,card,0.000000000000
t_24be4e9466c5,m_29ca273889,2024-07-30 00:00:00.0000000,40958.00,41348.680952,21345.124884328,0,0,0,183,0,card,0.000000000000
t_24c20474ae51,m_045d08bf26,2024-03-04 00:00:00.0000000,28293.00,38369.122448,22526.8540400998,0,0,86400,27,0,card,0.000000000000
t_24c54a8974eb,m_81efeda3e4,2024-03-01 00:00:00.0000000,75545.00,41660.933579,22999.9546703905,0,0,0,36,0,card,0.000000000000
t_24c80775f5cc,m_e40d65ded4,2024-03-09 00:00:00.0000000,30261.00,40606.832861,23824.5639280384,0,1,86400,21,0,card,0.052631578947
t_24c8c540a1e3,m_a44445d690,2024-03-01 00:00:00.0000000,54170.00,45900.750000,20334.9904946294,0,0,172800,42,0,card,0.000000000000
t_24c91214d716,m_66d24572cc,2024-04-11 00:00:00.0000000,76983.00,41352.662116,23324.7117931033,0,0,0,88,0,bank,0.000000000000
t_24cc25dba1ac,m_63f3a7cfaa,2024-03-26 00:00:00.0000000,60492.00,41912.507692,22346.7600378528,0,0,86400,85,0,ussd,0.000000000000
t_24ce340b6a51,m_aee406d367,2024-04-30 00:00:00.0000000,50544.00,37190.367647,22357.3277532402,0,0,86400,86,0,bank,0.000000000000
t_24d3e099696f,m_fb62988e38,2024-03-21 00:00:00.0000000,54682.00,39082.916666,23265.848394109,0,0,172800,44,0,ussd,0.000000000000
t_24d40e3d55c5,m_2988f6eef7,2024-03-02 00:00:00.0000000,77772.00,47453.758620,26605.6057877379,0,1,86400,2,1,ussd,0.000000000000
t_24d75d8c7db6,m_f09d23297b,2024-02-28 00:00:00.0000000,32434.00,37478.857142,27638.2068908758,0,0,2851200,46,0,bank,0.000000000000
t_24d9a8c23b37,m_c741fbba85,2024-05-13 00:00:00.0000000,61690.00,40878.302469,23147.3054096545,0,0,0,97,0,bank,0.000000000000
t_24d9f0da6efb,m_cfaad15ce5,2024-05-10 00:00:00.0000000,70326.00,43576.425287,22342.1760347638,0,0,0,125,0,card,0.000000000000
t_24deede476d0,m_e40d65ded4,2024-03-21 00:00:00.0000000,35513.00,40606.832861,23824.5639280384,0,0,86400,33,0,bank,0.000000000000
t_24e21647b84c,m_1169f936bb,2024-03-02 00:00:00.0000000,73354.00,42257.075000,22318.5444677484,0,1,0,9,1,card,0.000000000000
t_24e219e7d9d8,m_8ae2078642,2024-03-13 00:00:00.0000000,32990.00,43758.251748,21972.184714299,0,0,86400,16,0,ussd,0.000000000000
t_24e2ad8cc167,m_f6132644ff,2024-03-04 00:00:00.0000000,55934.00,41815.100000,22412.7524104418,0,0,86400,14,1,bank,0.000000000000
t_24e8e405dddf,m_250c027d7e,2024-03-10 00:00:00.0000000,24787.00,34644.625000,21272.2449277893,0,1,86400,19,0,bank,0.000000000000
t_24ea772412c0,m_184699b8c1,2024-03-22 00:00:00.0000000,73392.00,41042.231182,23998.4317941548,0,0,0,49,0,bank,0.000000000000
t_24f167cf580c,m_02f4599a40,2024-09-27 00:00:00.0000000,72274.00,40254.109979,22640.719827746,0,0,86400,266,0,ussd,0.000000000000
t_24f3013b5a43,m_9112550cdc,2024-04-07 00:00:00.0000000,50436.00,43241.224000,21958.4282653587,0,1,0,75,0,bank,0.000000000000
t_24f3f2a94413,m_d057b239bc,2024-03-22 00:00:00.0000000,35430.00,40548.317460,21644.535971797,0,0,0,66,0,card,0.000000000000
t_250364948121,m_5eff2e78b7,2024-02-28 00:00:00.0000000,48801.00,58364.000000,13524.1242969739,0,0,NULL,-1,1,card,0.000000000000
t_2503a3b37bae,m_a44445d690,2024-04-19 00:00:00.0000000,13586.00,45900.750000,20334.9904946294,0,0,172800,91,0,bank,0.000000000000
t_2509687d31fc,m_64355aa980,2024-03-28 00:00:00.0000000,48628.00,37760.733333,26386.6365243217,0,0,259200,28,0,ussd,0.000000000000
t_250ce89f3ee6,m_edfe8aac84,2024-03-05 00:00:00.0000000,10985.00,41038.465447,24053.4250526313,0,0,0,51,0,card,0.000000000000
t_250f2e0f5651,m_8e03759679,2024-03-01 00:00:00.0000000,13110.00,42583.142857,21194.9889787545,0,0,172800,14,1,ussd,0.000000000000
t_2518fc1a0f87,m_66e80bba52,2024-06-22 00:00:00.0000000,30598.00,39653.072243,22096.3990401278,0,1,86400,161,0,bank,0.000000000000
t_251ab1f0904d,m_24c4fe5068,2024-04-11 00:00:00.0000000,22193.00,40221.947368,21251.0028735655,0,0,345600,47,0,bank,0.000000000000
t_25217bcdc9b7,m_8ae2078642,2024-03-30 00:00:00.0000000,75643.00,43758.251748,21972.184714299,0,1,86400,33,0,bank,0.000000000000
t_2523de4049e5,m_f327d9e7df,2024-02-28 00:00:00.0000000,40573.00,40876.052631,22675.1041313689,0,0,NULL,4,1,card,0.000000000000
t_25248e8182f6,m_29df738521,2024-05-07 00:00:00.0000000,53095.00,39794.748427,22725.2234685559,0,0,0,101,0,card,0.000000000000
t_25288ebb0b01,m_36ab1e818f,2024-03-30 00:00:00.0000000,27335.00,37112.024390,22353.8200320301,0,1,86400,66,0,card,0.000000000000
t_252b1dba9e47,m_8ae2078642,2024-04-25 00:00:00.0000000,64901.00,43758.251748,21972.184714299,0,0,0,59,0,bank,0.000000000000
t_252de889cc15,m_e6b154ec9c,2024-06-11 00:00:00.0000000,11474.00,42549.340206,22337.4153812455,0,0,86400,128,0,ussd,0.000000000000
t_25347120b579,m_81efeda3e4,2024-04-18 00:00:00.0000000,67122.00,41660.933579,22999.9546703905,0,0,86400,84,0,bank,0.000000000000
t_2534aef21213,m_a65d049a77,2024-04-15 00:00:00.0000000,73531.00,41228.620087,23564.5728265923,0,0,0,65,0,bank,0.000000000000
t_253bb9364389,m_65c3e0b150,2024-04-05 00:00:00.0000000,62955.00,39853.985294,22977.8345882286,0,0,86400,49,0,bank,0.000000000000
t_253d211b5b40,m_d06f0a4803,2024-03-27 00:00:00.0000000,61883.00,45597.848837,21879.1903612978,0,0,86400,40,0,ussd,0.000000000000
t_253dbebb0922,m_02f4599a40,2024-07-05 00:00:00.0000000,78435.00,40254.109979,22640.719827746,0,0,0,182,0,card,0.000000000000
t_253f87489cff,m_16e1660a09,2024-06-05 00:00:00.0000000,36920.00,44959.920000,23073.9943863872,0,0,86400,110,0,card,0.000000000000
t_2541cfebf93a,m_2c89fbd79c,2024-03-06 00:00:00.0000000,55789.00,28431.545454,25192.4186943756,0,0,0,8,1,ussd,0.000000000000
t_25425e3850d9,m_5af252200c,2024-03-14 00:00:00.0000000,36482.00,38812.917647,22322.738438861,0,0,86400,26,0,ussd,0.000000000000
t_2545028ee6d1,m_06e4d0ee44,2024-04-30 00:00:00.0000000,37028.00,43448.485106,23007.763915232,0,0,0,109,0,bank,0.000000000000
t_2545ec3c6a50,m_e40d65ded4,2024-05-07 00:00:00.0000000,16728.00,40606.832861,23824.5639280384,0,0,0,80,0,bank,0.000000000000
t_254f9f96c2e7,m_90b3df7a8a,2024-04-10 00:00:00.0000000,9213.00,37843.893617,21170.0432114673,0,0,345600,97,0,card,0.000000000000
t_2550eaa6fb7c,m_b22e58fcaf,2024-03-10 00:00:00.0000000,61175.00,45329.961538,19269.2025335368,0,1,172800,62,0,card,0.000000000000
t_2554cf089d76,m_85083dd0f0,2024-03-19 00:00:00.0000000,65524.00,40013.111111,22865.250926244,0,0,86400,44,0,card,0.000000000000
t_2557e0f210ca,m_e1eb58cc69,2024-03-23 00:00:00.0000000,21433.00,41221.044444,22926.8646609125,0,1,86400,25,0,ussd,0.000000000000
t_255c8ac85ccd,m_edfe8aac84,2024-10-15 00:00:00.0000000,57817.00,41038.465447,24053.4250526313,0,0,86400,275,0,ussd,0.000000000000
t_255d456eb81f,m_fb62988e38,2024-06-25 00:00:00.0000000,30987.00,39082.916666,23265.848394109,0,0,172800,140,0,ussd,0.000000000000
t_256157314d4e,m_a4de45f48a,2024-04-29 00:00:00.0000000,25830.00,40946.105527,21973.9599499669,0,0,0,61,0,bank,0.000000000000
t_2566dac74d66,m_b92e85bfab,2024-04-02 00:00:00.0000000,42372.00,39469.886363,23547.0631370907,0,0,86400,43,0,ussd,0.000000000000
t_25673eeb0e3e,m_dda63e3c5d,2024-03-19 00:00:00.0000000,18673.00,38607.095652,22064.4941732719,0,0,0,43,0,bank,0.000000000000
t_256d6fe00b3f,m_a0ecbb09ce,2024-04-18 00:00:00.0000000,72446.00,43762.011111,23730.0233892859,0,0,172800,76,0,ussd,0.000000000000
t_25710635a7de,m_cfaad15ce5,2024-04-15 00:00:00.0000000,32431.00,43576.425287,22342.1760347638,0,0,86400,100,0,card,0.000000000000
t_2571753036f8,m_b824b200b5,2024-03-20 00:00:00.0000000,72714.00,39045.815217,23423.0617211767,0,0,0,41,0,ussd,0.000000000000
t_2575e3a7a269,m_edfe8aac84,2024-04-09 00:00:00.0000000,71218.00,41038.465447,24053.4250526313,0,0,86400,86,0,card,0.000000000000
t_257dac5339f7,m_49ca3ee0b3,2024-02-28 00:00:00.0000000,36198.00,42403.857142,19385.2436392918,0,0,0,22,0,bank,0.000000000000
t_2581990275a1,m_65c3e0b150,2024-10-07 00:00:00.0000000,11511.00,39853.985294,22977.8345882286,0,0,86400,234,0,bank,0.000000000000
t_258430593eaf,m_66e80bba52,2024-03-27 00:00:00.0000000,67126.00,39653.072243,22096.3990401278,0,0,86400,74,0,bank,0.000000000000
t_25857d6a8d4c,m_29ca273889,2024-08-22 00:00:00.0000000,64216.00,41348.680952,21345.124884328,0,0,0,206,0,bank,0.000000000000
t_2587412f2474,m_9fd2c103fb,2024-02-29 00:00:00.0000000,26632.00,46642.260869,23002.3534452404,0,0,2937600,49,0,ussd,0.000000000000
t_2587de272b79,m_2fc28d4a6b,2024-03-11 00:00:00.0000000,28986.00,37720.414285,23579.7692681443,0,0,86400,42,0,card,0.000000000000
t_2588a5f1f109,m_321414b094,2024-03-25 00:00:00.0000000,43387.00,34271.865671,21914.2550235973,0,0,86400,63,0,bank,0.000000000000
t_258b804aa8b0,m_85083dd0f0,2024-03-21 00:00:00.0000000,43176.00,40013.111111,22865.250926244,0,0,86400,46,0,ussd,0.000000000000
t_25941ec68a48,m_0a33294aa4,2024-04-04 00:00:00.0000000,59924.00,35012.595121,22136.3511536792,0,0,86400,56,0,ussd,0.000000000000
t_2595ebb41def,m_366f98eda7,2024-03-06 00:00:00.0000000,54601.00,45080.800000,19863.5239232186,0,0,172800,40,0,bank,0.000000000000
t_259600c91476,m_e2458d1cb3,2024-05-03 00:00:00.0000000,20507.00,41751.947368,23088.3606150165,0,0,86400,104,0,ussd,0.000000000000
t_259a7c27197e,m_edfe8aac84,2024-06-09 00:00:00.0000000,10422.00,41038.465447,24053.4250526313,0,1,86400,147,0,card,0.000000000000
t_259e62786594,m_045d08bf26,2024-03-11 00:00:00.0000000,12198.00,38369.122448,22526.8540400998,0,0,0,34,0,bank,0.000000000000
t_259ed2920a71,m_5817aa64f6,2024-04-14 00:00:00.0000000,72910.00,39653.935483,23519.1385585518,0,1,0,66,0,card,0.000000000000
t_25a21ea18e49,m_66d24572cc,2024-07-08 00:00:00.0000000,31914.00,41352.662116,23324.7117931033,0,0,0,176,0,bank,0.000000000000
t_25a230af5435,m_795340fd40,2024-03-28 00:00:00.0000000,60177.00,40540.133333,24352.0984956973,0,0,0,73,0,bank,0.000000000000
t_25a72be92bff,m_b3b2c91d06,2024-03-22 00:00:00.0000000,68021.00,42289.549019,21253.537349204,0,0,0,52,0,ussd,0.000000000000
t_25a94fbc79fc,m_d7206fb2c2,2024-03-21 00:00:00.0000000,41995.00,42145.469565,21837.6743573801,0,0,172800,50,0,card,0.000000000000
t_25aef2bbbe0b,m_66d24572cc,2024-05-15 00:00:00.0000000,26449.00,41352.662116,23324.7117931033,0,0,86400,122,0,bank,0.000000000000
t_25b18be9f08d,m_b953dac151,2024-04-10 00:00:00.0000000,46134.00,42771.914728,21872.5079373453,0,0,86400,42,0,bank,0.000000000000
t_25b30552fff2,m_f6132644ff,2024-04-02 00:00:00.0000000,68513.00,41815.100000,22412.7524104418,0,0,86400,43,0,ussd,0.000000000000
t_25b38a652e16,m_e093912b8d,2024-03-17 00:00:00.0000000,77235.00,40775.758928,23074.6251767926,0,1,0,17,0,ussd,0.000000000000
t_25bb9efe7754,m_73d8b36703,2024-06-23 00:00:00.0000000,6464.00,40423.271739,22816.9478499882,0,1,172800,166,0,bank,0.000000000000
t_25bc7ad858a2,m_aee406d367,2024-06-14 00:00:00.0000000,24170.00,37190.367647,22357.3277532402,0,0,86400,131,0,ussd,0.000000000000
t_25bc95940165,m_da065a694d,2024-03-26 00:00:00.0000000,11941.00,41193.751445,21704.3823605505,0,0,0,73,0,bank,0.000000000000
t_25bea5b731db,m_1521b5045d,2024-03-05 00:00:00.0000000,25889.00,34446.720588,23559.2488767614,0,0,172800,61,0,bank,0.000000000000
t_25c0930bdde7,m_65c3e0b150,2024-09-05 00:00:00.0000000,22773.00,39853.985294,22977.8345882286,0,0,86400,202,0,bank,0.000000000000
t_25c1ceafa282,m_feea22267a,2024-02-28 00:00:00.0000000,14006.00,40254.790322,21099.4106887925,0,0,NULL,10,1,bank,0.000000000000
t_25c583fecab7,m_85083dd0f0,2024-04-10 00:00:00.0000000,63424.00,40013.111111,22865.250926244,0,0,0,66,0,ussd,0.000000000000
t_25c6f2c9725f,m_e6bc521f3d,2024-03-20 00:00:00.0000000,54546.00,49795.615384,16903.8079760078,0,0,172800,48,0,ussd,0.000000000000
t_25cce8820ed7,m_184699b8c1,2024-03-10 00:00:00.0000000,59063.00,41042.231182,23998.4317941548,0,1,86400,37,0,card,0.000000000000
t_25d02920a389,m_fb62988e38,2024-05-29 00:00:00.0000000,51641.00,39082.916666,23265.848394109,0,0,259200,113,0,bank,0.000000000000
t_25d0656a23d3,m_65c3e0b150,2024-08-24 00:00:00.0000000,6959.00,39853.985294,22977.8345882286,0,1,86400,190,0,ussd,0.000000000000
t_25d1c13e0723,m_990a8f98b1,2024-07-06 00:00:00.0000000,44786.00,35965.511363,22042.5924659637,0,1,172800,186,0,card,0.000000000000
t_25d1c18a0d71,m_3095be967f,2024-03-12 00:00:00.0000000,18652.00,40794.200000,21630.7942635446,0,0,86400,37,0,ussd,0.000000000000
t_25d3d32b2694,m_9934f53be6,2024-07-01 00:00:00.0000000,36070.00,44262.259475,22762.8780152629,0,0,0,157,0,card,0.000000000000
t_25d50aff2699,m_98212f2404,2024-03-10 00:00:00.0000000,13202.00,37227.500000,21901.3833272345,0,1,86400,31,0,bank,0.000000000000
t_25d5fb7d18a6,m_045d08bf26,2024-03-22 00:00:00.0000000,65268.00,38369.122448,22526.8540400998,0,0,86400,45,0,ussd,0.000000000000
t_25d83cd2abca,m_c0ddf20c04,2024-04-27 00:00:00.0000000,77602.00,43375.701657,21527.8002545403,0,1,86400,72,0,card,0.000000000000
t_25e1c828a5de,m_fa1900e13f,2024-03-14 00:00:00.0000000,59196.00,46607.222222,21871.6711797349,0,0,86400,27,0,card,0.000000000000
t_25e92b27f4bf,m_54d77390be,2024-03-26 00:00:00.0000000,42004.00,49711.928571,19844.7921882419,0,0,86400,39,0,ussd,0.000000000000
t_25ececb1fccd,m_63f3a7cfaa,2024-05-03 00:00:00.0000000,27975.00,41912.507692,22346.7600378528,0,0,86400,123,0,bank,0.000000000000
t_25f31ec006cf,m_e40d65ded4,2024-06-05 00:00:00.0000000,45013.00,40606.832861,23824.5639280384,0,0,86400,109,0,card,0.000000000000
t_25f3b0cc10c7,m_75d0daff2b,2024-04-11 00:00:00.0000000,41679.00,38357.492307,21315.6640386852,0,0,86400,99,0,ussd,0.000000000000
t_25f3fcffe8de,m_bd4ab71913,2024-03-12 00:00:00.0000000,79361.00,34405.769230,20461.5464190509,0,0,86400,23,0,ussd,0.000000000000
t_25f8be4fc268,m_2b87c6392f,2024-02-29 00:00:00.0000000,3737.00,30955.500000,22578.2504721325,0,0,86400,20,0,card,0.000000000000
t_25fae7287c11,m_02f4599a40,2024-07-20 00:00:00.0000000,26834.00,40254.109979,22640.719827746,0,1,0,197,0,card,0.000000000000
t_25fef48738a1,m_43e41877e5,2024-03-12 00:00:00.0000000,27594.00,37452.388888,21166.4746865706,0,0,345600,63,0,card,0.000000000000
t_260224d97ec5,m_80a272248c,2024-03-31 00:00:00.0000000,66320.00,36406.476190,23011.905397242,0,1,259200,33,0,card,0.000000000000
t_2606264c82e0,m_06e4d0ee44,2024-03-04 00:00:00.0000000,79524.00,43448.485106,23007.763915232,0,0,86400,52,0,bank,0.000000000000
t_26081a92b8de,m_edfe8aac84,2024-05-20 00:00:00.0000000,67027.00,41038.465447,24053.4250526313,0,0,86400,127,0,bank,0.000000000000
t_26096cef9fd0,m_dd2719a247,2024-03-23 00:00:00.0000000,52243.00,35763.487804,22756.1942337926,0,1,86400,71,0,ussd,0.000000000000
t_26123d34ee13,m_2fc28d4a6b,2024-03-04 00:00:00.0000000,49456.00,37720.414285,23579.7692681443,0,0,0,35,0,bank,0.000000000000
t_26176f30ac13,m_e40d65ded4,2024-06-19 00:00:00.0000000,26714.00,40606.832861,23824.5639280384,0,0,0,123,0,card,0.000000000000
t_2618a55ac4fe,m_4a698d8b4c,2024-04-06 00:00:00.0000000,50974.00,41062.515625,22199.3855362875,0,1,0,91,0,bank,0.000000000000
t_261a60ea68d8,m_0b63edeb9f,2024-03-05 00:00:00.0000000,63009.00,48952.200000,19549.1943502247,0,0,172800,40,0,bank,0.000000000000
t_261a860dafaf,m_4cb0ef01fc,2024-03-10 00:00:00.0000000,20266.00,42477.980769,21771.0774180057,0,1,0,44,0,card,0.000000000000
t_261bb853f383,m_f6132644ff,2024-04-18 00:00:00.0000000,66229.00,41815.100000,22412.7524104418,0,0,86400,59,0,card,0.000000000000
t_261f646d98d5,m_184699b8c1,2024-05-27 00:00:00.0000000,23813.00,41042.231182,23998.4317941548,0,0,0,115,0,ussd,0.000000000000
t_2621a1e54ed0,m_3a67f3c3c3,2024-04-29 00:00:00.0000000,33678.00,42172.390243,23743.8312271609,0,0,86400,79,0,ussd,0.000000000000
t_26296d84b7c0,m_2414ba1714,2024-03-12 00:00:00.0000000,42541.00,36832.250000,23292.2830172258,0,0,86400,60,0,ussd,0.000000000000
t_262a7fb8db90,m_02f4599a40,2024-03-09 00:00:00.0000000,35971.00,40254.109979,22640.719827746,0,1,86400,64,0,bank,0.000000000000
t_262d1fbbb8aa,m_29ca273889,2024-06-09 00:00:00.0000000,51352.00,41348.680952,21345.124884328,0,1,86400,132,0,bank,0.000000000000
t_2633b62d7bbe,m_9112550cdc,2024-03-29 00:00:00.0000000,7312.00,43241.224000,21958.4282653587,0,0,86400,66,0,ussd,0.000000000000
t_263c6597e7ab,m_fdbae50859,2024-03-30 00:00:00.0000000,9791.00,37172.169491,24467.8754121542,0,1,0,35,0,ussd,0.000000000000
t_2643d531aa94,m_2b65e6087c,2024-02-16 00:00:00.0000000,41787.00,45173.354838,22197.7313248425,0,0,NULL,9,1,card,1.000000000000
t_2644aa8f9803,m_1521b5045d,2024-05-24 00:00:00.0000000,75620.00,34446.720588,23559.2488767614,0,0,86400,141,0,card,0.000000000000
t_26488442f415,m_aa052e5b6f,2024-03-01 00:00:00.0000000,57505.00,38837.712328,22825.380314149,0,0,0,59,0,ussd,0.000000000000
t_264914d25603,m_53e1cf17dd,2024-03-19 00:00:00.0000000,6340.00,41324.647058,24062.4858999122,0,0,172800,27,0,card,0.000000000000
t_265598c69ec9,m_06e4d0ee44,2024-03-01 00:00:00.0000000,44912.00,43448.485106,23007.763915232,0,0,0,49,0,card,0.000000000000
t_26598ce33db6,m_01e9a0b208,2024-03-27 00:00:00.0000000,68972.00,37699.000000,23419.9768177267,0,0,86400,79,0,bank,0.000000000000
t_265d18cb5b3a,m_b824b200b5,2024-04-01 00:00:00.0000000,77452.00,39045.815217,23423.0617211767,0,0,86400,53,0,ussd,0.000000000000
t_265d421b7041,m_a4de45f48a,2024-05-06 00:00:00.0000000,38662.00,40946.105527,21973.9599499669,0,0,86400,68,0,ussd,0.000000000000
t_266220455a52,m_63f3a7cfaa,2024-04-18 00:00:00.0000000,53003.00,41912.507692,22346.7600378528,0,0,86400,108,0,card,0.000000000000
t_266407384590,m_e40d65ded4,2024-04-07 00:00:00.0000000,5621.00,40606.832861,23824.5639280384,0,1,86400,50,0,ussd,0.000000000000
t_266877da0078,m_02f4599a40,2024-06-20 00:00:00.0000000,73190.00,40254.109979,22640.719827746,0,0,0,167,0,ussd,0.000000000000
t_266cde7df33c,m_9934f53be6,2024-08-10 00:00:00.0000000,23863.00,44262.259475,22762.8780152629,0,1,86400,197,0,bank,0.000000000000
t_267627e6a2e6,m_dd2719a247,2024-03-26 00:00:00.0000000,63383.00,35763.487804,22756.1942337926,0,0,172800,74,0,bank,0.000000000000
t_267b7a44ed84,m_02f4599a40,2024-10-22 00:00:00.0000000,69655.00,40254.109979,22640.719827746,0,0,86400,291,0,bank,0.000000000000
t_267e911bf34f,m_29ca273889,2024-04-28 00:00:00.0000000,13738.00,41348.680952,21345.124884328,0,1,86400,90,0,bank,0.000000000000
t_267fcf6bcc0f,m_66d24572cc,2024-06-01 00:00:00.0000000,19611.00,41352.662116,23324.7117931033,0,1,86400,139,0,ussd,0.000000000000
t_2685d69f0b85,m_29ca273889,2024-03-30 00:00:00.0000000,3462.00,41348.680952,21345.124884328,0,1,0,61,0,bank,0.000000000000
t_26874ecfc513,m_7b4d7a2894,2024-05-28 00:00:00.0000000,48562.00,42859.812182,22761.5701632418,0,0,0,99,0,ussd,0.000000000000
t_2688df9004d4,m_59792d7346,2024-03-17 00:00:00.0000000,70111.00,39770.877551,24078.7530249117,0,1,86400,74,0,card,0.000000000000
t_268900c250fe,m_c0ddf20c04,2024-05-06 00:00:00.0000000,11353.00,43375.701657,21527.8002545403,0,0,86400,81,0,ussd,0.000000000000
t_268f5c365e0b,m_7f7d8e35d9,2024-09-12 00:00:00.0000000,66258.00,45256.117187,24006.6943408528,0,0,86400,226,0,card,0.000000000000
t_268fe7da78a7,m_63f3a7cfaa,2024-03-03 00:00:00.0000000,75720.00,41912.507692,22346.7600378528,0,1,0,62,0,ussd,0.000000000000
t_2693af3a0f56,m_65c3e0b150,2024-07-12 00:00:00.0000000,53003.00,39853.985294,22977.8345882286,0,0,86400,147,0,card,0.000000000000
t_26954b6d0b38,m_da065a694d,2024-04-13 00:00:00.0000000,39693.00,41193.751445,21704.3823605505,0,1,86400,91,0,bank,0.000000000000
t_2697f17953ed,m_7053f46f2e,2024-04-16 00:00:00.0000000,79831.00,41735.222222,21087.3534424391,0,0,86400,101,0,card,0.000000000000
t_269ac34e47a7,m_81efeda3e4,2024-05-18 00:00:00.0000000,75861.00,41660.933579,22999.9546703905,0,1,0,114,0,bank,0.000000000000
t_269cb52ecbc1,m_c116ceb88d,2024-03-25 00:00:00.0000000,53339.00,36656.133333,23708.5834994919,0,0,345600,46,0,card,0.000000000000
t_269e402fa50b,m_e40d65ded4,2024-03-30 00:00:00.0000000,74258.00,40606.832861,23824.5639280384,0,1,86400,42,0,ussd,0.000000000000
t_26a09b1a2689,m_c0ddf20c04,2024-03-21 00:00:00.0000000,34958.00,43375.701657,21527.8002545403,0,0,0,35,0,card,0.000000000000
t_26a2355e3a21,m_63f3a7cfaa,2024-04-19 00:00:00.0000000,17106.00,41912.507692,22346.7600378528,0,0,0,109,0,bank,0.000000000000
t_26a8fc565b00,m_11c30dc2e9,2024-03-25 00:00:00.0000000,25459.00,44688.189189,23306.9145401076,0,0,86400,52,0,card,0.000000000000
t_26a9b629b8a6,m_c741fbba85,2024-02-28 00:00:00.0000000,76478.00,40878.302469,23147.3054096545,0,0,0,22,0,ussd,0.000000000000
t_26ad00c082e7,m_fdbae50859,2024-04-27 00:00:00.0000000,43755.00,37172.169491,24467.8754121542,0,1,0,63,0,bank,0.000000000000
t_26b1121aa0ab,m_02f4599a40,2024-09-19 00:00:00.0000000,13804.00,40254.109979,22640.719827746,0,0,0,258,0,bank,0.000000000000
t_26b91f827a6d,m_550aee8a05,2024-03-11 00:00:00.0000000,79193.00,38234.785714,24058.6592317085,0,0,172800,39,0,card,0.000000000000
t_26bb4bd29121,m_7053f46f2e,2024-03-20 00:00:00.0000000,20354.00,41735.222222,21087.3534424391,0,0,86400,74,0,bank,0.000000000000
t_26bb8b0a5531,m_990a8f98b1,2024-05-21 00:00:00.0000000,75236.00,35965.511363,22042.5924659637,0,0,259200,140,0,bank,0.000000000000
t_26c5b3163991,m_661674c0c0,2024-05-07 00:00:00.0000000,40565.00,37696.086956,22196.0148623587,0,0,172800,102,0,ussd,0.000000000000
t_26c8edbaa343,m_1382df1f71,2024-04-10 00:00:00.0000000,39759.00,45087.366666,25422.7711429155,0,0,172800,65,0,ussd,0.000000000000
t_26cabf892473,m_0b19e4df03,2024-03-17 00:00:00.0000000,30453.00,40461.933333,21835.4945693953,0,1,86400,33,0,card,0.000000000000
t_26caedb41c2c,m_e093912b8d,2024-03-06 00:00:00.0000000,36929.00,40775.758928,23074.6251767926,0,0,0,6,1,ussd,0.000000000000
t_26cd2d1fed2a,m_8ae2078642,2024-03-14 00:00:00.0000000,79034.00,43758.251748,21972.184714299,0,0,86400,17,0,card,0.000000000000
t_26cec4ace508,m_85083dd0f0,2024-03-23 00:00:00.0000000,18273.00,40013.111111,22865.250926244,0,1,86400,48,0,card,0.000000000000
t_26d23e26874c,m_4d1676ece9,2024-03-13 00:00:00.0000000,16135.00,40208.071428,24710.4348269357,0,0,0,20,0,bank,0.047619047619
t_26d42a7fd8ad,m_9112550cdc,2024-03-28 00:00:00.0000000,11028.00,43241.224000,21958.4282653587,0,0,0,65,0,bank,0.000000000000
t_26d6300e29e8,m_1a2b51f33c,2024-05-31 00:00:00.0000000,65568.00,41227.583011,22729.2990408297,0,0,0,136,0,ussd,0.000000000000
t_26d6ea4ea006,m_fdbae50859,2024-04-01 00:00:00.0000000,15514.00,37172.169491,24467.8754121542,0,0,86400,37,0,bank,0.000000000000
