transaction_id,merchant_id,transaction_timestamp,environment,status,amount,currency,payment_method,failure_reason
t_20d363bd22b2,m_b953dac151,2024-04-02 00:00:00.0000000,LIVE,SUCCESS,36948.00,NGN,card,NULL
t_20d3d2cbe229,m_c741fbba85,2024-03-26 00:00:00.0000000,LIVE,SUCCESS,75071.00,NGN,card,NULL
t_20d482b9d40a,m_e093912b8d,2024-03-08 00:00:00.0000000,LIVE,SUCCESS,63869.00,NGN,ussd,NULL
t_20d63cfbc86b,m_8450ac37b4,2024-03-14 00:00:00.0000000,LIVE,SUCCESS,60695.00,NGN,ussd,NULL
t_20db993d2ec4,m_614788b43e,2024-03-11 00:00:00.0000000,LIVE,SUCCESS,37915.00,NGN,card,NULL
t_20ddb98fb3cc,m_d04f3054ae,2024-02-24 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_20de2deaebf2,m_aa052e5b6f,2024-03-13 00:00:00.0000000,LIVE,SUCCESS,6698.00,NGN,bank,NULL
t_20df8aa84d23,m_0cbc002065,2024-01-16 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_20dfc5fbaf89,m_614788b43e,2024-03-22 00:00:00.0000000,LIVE,SUCCESS,14626.00,NGN,bank,NULL
t_20dfef8dad93,m_b0ba9a23c9,2024-03-17 00:00:00.0000000,LIVE,SUCCESS,21689.00,NGN,bank,NULL
t_20e31f4a2b71,m_7faa403cea,2024-04-08 00:00:00.0000000,LIVE,SUCCESS,79444.00,NGN,card,NULL
t_20e32692b6c6,m_823631e4b9,2024-02-23 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_20e48bd2ce89,m_22b9004798,2024-03-12 00:00:00.0000000,LIVE,SUCCESS,28299.00,NGN,ussd,NULL
t_20e49f7ee775,m_93e952436e,2024-02-05 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_20e4a69efe63,m_16e1660a09,2024-08-13 00:00:00.0000000,LIVE,SUCCESS,58858.00,NGN,ussd,NULL
t_20e4ffe797ef,m_2b87c6392f,2024-02-21 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_20e519a6eb05,m_640753638b,2024-02-14 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_20e824ef98a7,m_309a636592,2024-03-20 00:00:00.0000000,LIVE,SUCCESS,50689.00,NGN,ussd,NULL
t_20ea43f88d83,m_da065a694d,2024-03-22 00:00:00.0000000,LIVE,SUCCESS,34022.00,NGN,ussd,NULL
t_20eb13dece4d,m_3372dbb15a,2024-02-28 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_20ed37171d8c,m_7b4d7a2894,2024-04-10 00:00:00.0000000,LIVE,SUCCESS,21751.00,NGN,card,NULL
t_20ee08ae4461,m_4d1676ece9,2024-03-09 00:00:00.0000000,LIVE,SUCCESS,36005.00,NGN,ussd,NULL
t_20ee9a5ca724,m_97c26bb570,2024-01-26 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_20ef5a37c6a7,m_d65103c8c7,2024-03-06 00:00:00.0000000,LIVE,SUCCESS,20884.00,NGN,ussd,NULL
t_20f5cdfa2fbd,m_01e9a0b208,2024-03-06 00:00:00.0000000,LIVE,SUCCESS,18025.00,NGN,bank,NULL
t_20f75ca01b7c,m_dd2719a247,2024-04-27 00:00:00.0000000,LIVE,SUCCESS,59544.00,NGN,bank,NULL
t_20fb08277176,m_02f4599a40,2024-08-01 00:00:00.0000000,LIVE,SUCCESS,62661.00,NGN,bank,NULL
t_2102be0c3b18,m_e019f14d80,2024-02-15 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_2102f9bbb0e6,m_7b4d7a2894,2024-03-09 00:00:00.0000000,LIVE,SUCCESS,30742.00,NGN,card,NULL
t_2106b21eba2c,m_614788b43e,2024-03-25 00:00:00.0000000,LIVE,SUCCESS,53774.00,NGN,ussd,NULL
t_21072bda2728,m_e40d65ded4,2024-08-19 00:00:00.0000000,LIVE,SUCCESS,70754.00,NGN,bank,NULL
t_210cf122018c,m_570ff787b5,2024-03-04 00:00:00.0000000,LIVE,SUCCESS,32237.00,NGN,ussd,NULL
t_210f48d5022f,m_ffc06b5a5b,2024-03-03 00:00:00.0000000,LIVE,SUCCESS,71034.00,NGN,card,NULL
t_21133cfdf82c,m_d06f0a4803,2024-02-21 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_211440e13fb4,m_614788b43e,2024-03-27 00:00:00.0000000,LIVE,SUCCESS,45147.00,NGN,card,NULL
t_211680f12248,m_d5185d042c,2024-01-18 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_2117b246654e,m_7b4d7a2894,2024-03-08 00:00:00.0000000,LIVE,SUCCESS,53567.00,NGN,bank,NULL
t_211b9933a7ca,m_29ca273889,2024-08-15 00:00:00.0000000,LIVE,SUCCESS,24757.00,NGN,card,NULL
t_211dcd10d452,m_f6a5bc3506,2024-01-11 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_21228eb1a301,m_321414b094,2024-03-24 00:00:00.0000000,LIVE,SUCCESS,4976.00,NGN,ussd,NULL
t_21250c0d2d56,m_70b56d545d,2024-02-22 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_212550753d8d,m_5e7799257d,2024-03-02 00:00:00.0000000,LIVE,SUCCESS,27358.00,NGN,bank,NULL
t_2127cc26d9da,m_0cbc002065,2024-01-14 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_2129177f0a17,m_570ff787b5,2024-04-03 00:00:00.0000000,LIVE,SUCCESS,63920.00,NGN,bank,NULL
t_212a839a111e,m_29df738521,2024-05-14 00:00:00.0000000,LIVE,SUCCESS,75765.00,NGN,ussd,NULL
t_212acdb44e7d,m_d2864589de,2024-07-26 00:00:00.0000000,LIVE,SUCCESS,36118.00,NGN,ussd,NULL
t_213154c9069c,m_4bc66994d6,2024-04-30 00:00:00.0000000,LIVE,SUCCESS,69969.00,NGN,ussd,NULL
t_21326679f275,m_5d3deb4ebf,2024-01-27 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_2135273ca0ef,m_98212f2404,2024-05-01 00:00:00.0000000,LIVE,SUCCESS,44864.00,NGN,ussd,NULL
t_2138585589d0,m_31822b607b,2024-01-08 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_2139a168eed5,m_c629cab247,2024-08-05 00:00:00.0000000,LIVE,SUCCESS,55595.00,NGN,card,NULL
t_213a069c3ca7,m_b2850e4c16,2024-02-08 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_214072f3e7f9,m_f0be43ae2d,2024-03-26 00:00:00.0000000,LIVE,SUCCESS,59079.00,NGN,bank,NULL
t_2148b36cfff6,m_9934f53be6,2024-04-16 00:00:00.0000000,LIVE,SUCCESS,48402.00,NGN,bank,NULL
t_2149803ddd43,m_66e80bba52,2024-01-21 00:00:00.0000000,LIVE,SUCCESS,56587.00,NGN,card,NULL
t_214b1a3d9858,m_677a0b5879,2024-03-15 00:00:00.0000000,LIVE,SUCCESS,7184.00,NGN,card,NULL
t_214dd646c0ef,m_e093912b8d,2024-03-10 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_214fbd3e1e4e,m_1bf89bce1c,2024-02-18 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_214fbf7c5e98,m_e093912b8d,2024-03-05 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_215045c6c49c,m_8ea0fd18f2,2024-03-23 00:00:00.0000000,LIVE,SUCCESS,19924.00,NGN,bank,NULL
t_2153152d5726,m_7d194318d1,2024-03-18 00:00:00.0000000,LIVE,SUCCESS,78334.00,NGN,ussd,NULL
t_2153dbf95cb3,m_b5a9b5bd73,2024-03-10 00:00:00.0000000,LIVE,SUCCESS,23529.00,NGN,ussd,NULL
t_215617fa36fe,m_b97ad0826f,2024-04-20 00:00:00.0000000,LIVE,SUCCESS,59392.00,NGN,ussd,NULL
t_215665e786ed,m_40f0ac96eb,2024-03-31 00:00:00.0000000,LIVE,SUCCESS,21965.00,NGN,bank,NULL
t_2157e85c5b61,m_3a0b2655c2,2024-03-10 00:00:00.0000000,LIVE,SUCCESS,74181.00,NGN,card,NULL
t_215beace6925,m_b3b2c91d06,2024-04-05 00:00:00.0000000,LIVE,SUCCESS,67326.00,NGN,bank,NULL
t_215d0e80e4c5,m_03cf231ea8,2024-02-13 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_215d7c961b71,m_53e1cf17dd,2024-05-16 00:00:00.0000000,LIVE,SUCCESS,68023.00,NGN,card,NULL
t_215d93a2e82c,m_0f9baa1676,2024-01-28 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_215efaa8a4c8,m_8069042711,2024-03-01 00:00:00.0000000,LIVE,SUCCESS,51039.00,NGN,bank,NULL
t_215f5ed2520a,m_372504a9f0,2024-03-16 00:00:00.0000000,LIVE,SUCCESS,12931.00,NGN,bank,NULL
t_215f9a835dda,m_53e1cf17dd,2024-07-18 00:00:00.0000000,LIVE,SUCCESS,11009.00,NGN,bank,NULL
t_2163d3d65de6,m_edfe8aac84,2024-10-05 00:00:00.0000000,LIVE,SUCCESS,19173.00,NGN,card,NULL
t_21670f6567e0,m_d7206fb2c2,2024-03-04 00:00:00.0000000,LIVE,SUCCESS,28247.00,NGN,bank,NULL
t_21676c6a1cd3,m_f969e9850d,2024-04-09 00:00:00.0000000,LIVE,SUCCESS,17154.00,NGN,bank,NULL
t_2167f01d96b3,m_c629cab247,2024-06-19 00:00:00.0000000,LIVE,SUCCESS,71218.00,NGN,card,NULL
t_21692d7b372f,m_2051e1ad5b,2024-03-03 00:00:00.0000000,LIVE,SUCCESS,59505.00,NGN,ussd,NULL
t_216df6361ccd,m_7b4d7a2894,2024-03-24 00:00:00.0000000,LIVE,SUCCESS,41385.00,NGN,card,NULL
t_216e591208c8,m_aebad89e92,2024-02-02 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_216f15d680ac,m_e5ff22e0bc,2024-03-21 00:00:00.0000000,LIVE,SUCCESS,37094.00,NGN,card,NULL
t_21706a12e3b0,m_478d1c7b15,2024-01-25 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_21794a263454,m_249f5dfd43,2024-02-14 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_217d6b913fd5,m_85083dd0f0,2024-03-21 00:00:00.0000000,LIVE,SUCCESS,10801.00,NGN,bank,NULL
t_217dd0f01bbd,m_d06f0a4803,2024-03-30 00:00:00.0000000,LIVE,SUCCESS,63378.00,NGN,ussd,NULL
t_2183e4e3b3b1,m_64355aa980,2024-03-08 00:00:00.0000000,LIVE,SUCCESS,66732.00,NGN,bank,NULL
t_21855a2adcdd,m_63f3a7cfaa,2024-03-01 00:00:00.0000000,LIVE,SUCCESS,79320.00,NGN,bank,NULL
t_218581f3d664,m_3098bbde3c,2024-03-09 00:00:00.0000000,LIVE,SUCCESS,45201.00,NGN,ussd,NULL
t_218a80c2711f,m_677a0b5879,2024-03-22 00:00:00.0000000,LIVE,SUCCESS,24540.00,NGN,ussd,NULL
t_218c31057887,m_b0ba9a23c9,2024-03-19 00:00:00.0000000,LIVE,SUCCESS,54282.00,NGN,card,NULL
t_219137092c78,m_b953dac151,2024-03-18 00:00:00.0000000,LIVE,SUCCESS,46645.00,NGN,bank,NULL
t_21935778df1b,m_cfaad15ce5,2024-04-27 00:00:00.0000000,LIVE,SUCCESS,62405.00,NGN,bank,NULL
t_219aac9165f1,m_3098bbde3c,2024-03-16 00:00:00.0000000,LIVE,SUCCESS,19574.00,NGN,bank,NULL
t_219e61e0cf34,m_4bc66994d6,2024-04-11 00:00:00.0000000,LIVE,SUCCESS,67305.00,NGN,bank,NULL
t_21a26b0a7517,m_81efeda3e4,2024-04-04 00:00:00.0000000,LIVE,SUCCESS,51864.00,NGN,bank,NULL
t_21a2f6a3bd0a,m_e2458d1cb3,2024-05-08 00:00:00.0000000,LIVE,SUCCESS,78758.00,NGN,card,NULL
t_21a3ea71a015,m_aea08a10c1,2024-03-19 00:00:00.0000000,LIVE,SUCCESS,5736.00,NGN,bank,NULL
t_21a674ba1b54,m_53e1cf17dd,2024-05-07 00:00:00.0000000,LIVE,SUCCESS,54362.00,NGN,card,NULL
t_21a6e14464e0,m_0cd0a5139b,2024-03-03 00:00:00.0000000,LIVE,SUCCESS,42794.00,NGN,ussd,NULL
t_21a74279e402,m_b953dac151,2024-03-07 00:00:00.0000000,LIVE,SUCCESS,48624.00,NGN,bank,NULL
t_21a95b7ebbf0,m_59d67acebe,2024-02-06 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_21a9c0c29ab7,m_49121849ae,2024-02-24 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_21a9e3c42758,m_b22e58fcaf,2024-03-01 00:00:00.0000000,LIVE,SUCCESS,55920.00,NGN,card,NULL
t_21af909eceb3,m_e40d65ded4,2024-04-18 00:00:00.0000000,LIVE,SUCCESS,6725.00,NGN,ussd,NULL
t_21b3bb80aefc,m_a4de45f48a,2024-05-05 00:00:00.0000000,LIVE,SUCCESS,60620.00,NGN,card,NULL
t_21b42a643812,m_89c8ac284c,2024-03-06 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_21b4fdb45cb0,m_bea24d6e34,2024-01-19 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_21b77f476596,m_b824b200b5,2024-02-17 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_21b8ae8105b7,m_02f4599a40,2024-03-10 00:00:00.0000000,LIVE,SUCCESS,50720.00,NGN,bank,NULL
t_21bddc3967b1,m_70ef414429,2024-03-19 00:00:00.0000000,LIVE,SUCCESS,12856.00,NGN,card,NULL
t_21bf079fef95,m_5256ceaa87,2024-03-18 00:00:00.0000000,LIVE,SUCCESS,4733.00,NGN,ussd,NULL
t_21bf8d69da2b,m_da065a694d,2024-03-04 00:00:00.0000000,LIVE,SUCCESS,52734.00,NGN,bank,NULL
t_21c21d700f6d,m_e093912b8d,2024-03-27 00:00:00.0000000,LIVE,SUCCESS,40169.00,NGN,card,NULL
t_21c68fa2513d,m_ae7828a4bc,2024-02-28 00:00:00.0000000,LIVE,SUCCESS,34229.00,NGN,ussd,NULL
t_21c73fb675fc,m_7053f46f2e,2024-01-16 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_21c7e74069e3,m_aef8f92b52,2024-03-11 00:00:00.0000000,LIVE,SUCCESS,68486.00,NGN,bank,NULL
t_21c8616bd407,m_7619409c0c,2024-02-02 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_21c8a27aadf1,m_4a698d8b4c,2024-01-14 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_21cc8f56cbcc,m_feea22267a,2024-03-22 00:00:00.0000000,LIVE,SUCCESS,47429.00,NGN,card,NULL
t_21cf7f367ea6,m_321414b094,2024-03-02 00:00:00.0000000,LIVE,SUCCESS,39206.00,NGN,bank,NULL
t_21d52e518eac,m_9ea160ff97,2024-02-18 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_21db4f141116,m_e40d65ded4,2024-05-20 00:00:00.0000000,LIVE,SUCCESS,40097.00,NGN,bank,NULL
t_21db6bfa0eac,m_edfe8aac84,2024-04-27 00:00:00.0000000,LIVE,SUCCESS,4078.00,NGN,bank,NULL
t_21e099fe8f84,m_65c3e0b150,2024-05-30 00:00:00.0000000,LIVE,SUCCESS,15566.00,NGN,ussd,NULL
t_21e7dd355422,m_17043e6f5b,2024-04-10 00:00:00.0000000,LIVE,SUCCESS,75922.00,NGN,bank,NULL
t_21ef80e8acba,m_3372dbb15a,2024-06-02 00:00:00.0000000,LIVE,SUCCESS,21990.00,NGN,bank,NULL
t_21f132a597b7,m_02f4599a40,2024-10-15 00:00:00.0000000,LIVE,SUCCESS,78805.00,NGN,ussd,NULL
t_21f455b287b3,m_59792d7346,2024-05-09 00:00:00.0000000,LIVE,SUCCESS,15029.00,NGN,ussd,NULL
t_21f874da75d9,m_16589a1b00,2024-03-27 00:00:00.0000000,LIVE,SUCCESS,58912.00,NGN,ussd,NULL
t_21fcbbc3177c,m_0b19e4df03,2024-02-17 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_21fd1ac26205,m_c00e07a77b,2024-02-05 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_22012dff8479,m_158980f675,2024-02-16 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_2203940d2d01,m_02f4599a40,2024-03-19 00:00:00.0000000,LIVE,SUCCESS,72297.00,NGN,bank,NULL
t_22118920d5f9,m_66d24572cc,2024-05-12 00:00:00.0000000,LIVE,SUCCESS,20715.00,NGN,bank,NULL
t_22126960273a,m_dc7fb105b3,2024-03-05 00:00:00.0000000,LIVE,SUCCESS,65747.00,NGN,bank,NULL
t_22126d8e2f3a,m_1a2b51f33c,2024-03-26 00:00:00.0000000,LIVE,SUCCESS,44385.00,NGN,ussd,NULL
t_2212a53e3829,m_87be9b1af6,2024-03-06 00:00:00.0000000,LIVE,SUCCESS,60415.00,NGN,ussd,NULL
t_22182a547bfe,m_9934f53be6,2024-03-31 00:00:00.0000000,LIVE,SUCCESS,77507.00,NGN,ussd,NULL
t_22192b2c0f8f,m_30315e8abb,2024-02-13 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_221c305cc232,m_4d1676ece9,2024-03-08 00:00:00.0000000,LIVE,SUCCESS,74168.00,NGN,bank,NULL
t_2220f87e5ad0,m_c0ddf20c04,2024-03-21 00:00:00.0000000,LIVE,SUCCESS,69409.00,NGN,card,NULL
t_222233f8bc48,m_a65d049a77,2024-03-30 00:00:00.0000000,LIVE,SUCCESS,40912.00,NGN,card,NULL
t_22236e9e0102,m_9b205603cb,2024-03-21 00:00:00.0000000,LIVE,SUCCESS,66385.00,NGN,ussd,NULL
t_222395c206cf,m_653a1a8a3d,2024-01-29 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_2226200442ab,m_7faa403cea,2024-03-15 00:00:00.0000000,LIVE,SUCCESS,23425.00,NGN,bank,NULL
t_2228a070080b,m_f5bff98523,2024-05-06 00:00:00.0000000,LIVE,SUCCESS,25665.00,NGN,ussd,NULL
t_2228d898c738,m_d06f0a4803,2024-04-25 00:00:00.0000000,LIVE,SUCCESS,37301.00,NGN,bank,NULL
t_222bef30cb0c,m_53e1cf17dd,2024-02-27 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_222d549d342e,m_02f4599a40,2024-04-17 00:00:00.0000000,LIVE,SUCCESS,3429.00,NGN,bank,NULL
t_222e85532538,m_045d08bf26,2024-03-10 00:00:00.0000000,LIVE,SUCCESS,38989.00,NGN,card,NULL
t_222f4650cbcf,m_c116ceb88d,2024-03-18 00:00:00.0000000,LIVE,SUCCESS,41705.00,NGN,bank,NULL
t_22325e95969a,m_1a2b51f33c,2024-03-25 00:00:00.0000000,LIVE,SUCCESS,16713.00,NGN,card,NULL
t_223338acf637,m_fb62988e38,2024-05-12 00:00:00.0000000,LIVE,SUCCESS,59251.00,NGN,ussd,NULL
t_2236ee0fd8c1,m_29ca273889,2024-04-19 00:00:00.0000000,LIVE,SUCCESS,20493.00,NGN,bank,NULL
t_223b2d214f2b,m_98212f2404,2024-03-29 00:00:00.0000000,LIVE,SUCCESS,36764.00,NGN,card,NULL
t_223c94b45fef,m_1382df1f71,2024-03-11 00:00:00.0000000,LIVE,SUCCESS,75923.00,NGN,card,NULL
t_22402253b4df,m_550aee8a05,2024-02-03 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_224076be5f96,m_b953dac151,2024-04-15 00:00:00.0000000,LIVE,SUCCESS,16456.00,NGN,ussd,NULL
t_2240ac9b3424,m_5817aa64f6,2024-02-22 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_224578fcf05a,m_29ca273889,2024-09-09 00:00:00.0000000,LIVE,SUCCESS,43787.00,NGN,card,NULL
t_2247e207528e,m_614788b43e,2024-03-06 00:00:00.0000000,LIVE,SUCCESS,51430.00,NGN,card,NULL
t_224dd1e4c097,m_757e118272,2024-02-21 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_224feea6b9d4,m_edfe8aac84,2024-09-15 00:00:00.0000000,LIVE,SUCCESS,30972.00,NGN,ussd,NULL
t_2250f9d8843a,m_2e0c794d1b,2024-05-10 00:00:00.0000000,LIVE,SUCCESS,12111.00,NGN,ussd,NULL
t_225328cafbfb,m_7b4d7a2894,2024-03-30 00:00:00.0000000,LIVE,SUCCESS,49631.00,NGN,card,NULL
t_2253f824fbc3,m_990a8f98b1,2024-03-22 00:00:00.0000000,LIVE,SUCCESS,20703.00,NGN,bank,NULL
t_2255baed9509,m_e8b8ab65d3,2024-03-16 00:00:00.0000000,LIVE,SUCCESS,12223.00,NGN,ussd,NULL
t_22569f304192,m_bdcbc0ef5d,2024-03-02 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_2257de810241,m_66d24572cc,2024-05-20 00:00:00.0000000,LIVE,SUCCESS,12568.00,NGN,bank,NULL
t_2259b296f37a,m_8ae2078642,2024-03-03 00:00:00.0000000,LIVE,SUCCESS,15418.00,NGN,ussd,NULL
t_225bb5104035,m_372504a9f0,2024-03-15 00:00:00.0000000,LIVE,SUCCESS,65668.00,NGN,ussd,NULL
t_226207227aed,m_ba4896a688,2024-03-08 00:00:00.0000000,LIVE,SUCCESS,42704.00,NGN,card,NULL
t_2263dddff46c,m_1a68c4cbb4,2024-03-03 00:00:00.0000000,LIVE,SUCCESS,42865.00,NGN,bank,NULL
t_2264dab8bcf3,m_66d24572cc,2024-01-25 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_2267841d5613,m_9934f53be6,2024-08-07 00:00:00.0000000,LIVE,SUCCESS,60559.00,NGN,ussd,NULL
t_22734ebb29e9,m_a65d049a77,2024-03-09 00:00:00.0000000,LIVE,SUCCESS,54620.00,NGN,card,NULL
t_22744266c994,m_8eae277ea1,2024-01-23 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_2274838b4574,m_c39ad39100,2024-04-11 00:00:00.0000000,LIVE,SUCCESS,36730.00,NGN,card,NULL
t_2276073220ca,m_b953dac151,2024-03-03 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_227741da51e2,m_6410c62ac0,2024-05-09 00:00:00.0000000,LIVE,SUCCESS,45601.00,NGN,bank,NULL
t_227c384c6d36,m_4fb782d661,2024-01-24 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_22811e052ffb,m_d06f0a4803,2024-03-26 00:00:00.0000000,LIVE,SUCCESS,66627.00,NGN,card,NULL
t_228462931f8b,m_a65d049a77,2024-04-11 00:00:00.0000000,LIVE,SUCCESS,49219.00,NGN,card,NULL
t_22849a96210d,m_aebad89e92,2024-03-12 00:00:00.0000000,LIVE,SUCCESS,13116.00,NGN,card,NULL
t_2285b99196a2,m_42df7df586,2024-02-02 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_2286f3f57989,m_990a8f98b1,2024-08-05 00:00:00.0000000,LIVE,SUCCESS,30586.00,NGN,card,NULL
t_2289da774c01,m_c0ddf20c04,2024-04-25 00:00:00.0000000,LIVE,SUCCESS,69490.00,NGN,bank,NULL
t_2289db039ced,m_f5bff98523,2024-03-29 00:00:00.0000000,LIVE,SUCCESS,11409.00,NGN,ussd,NULL
t_228b15fec95f,m_4053ee70a0,2024-04-25 00:00:00.0000000,LIVE,SUCCESS,31473.00,NGN,ussd,NULL
t_229136b93e05,m_8ae2078642,2024-04-10 00:00:00.0000000,LIVE,SUCCESS,6008.00,NGN,bank,NULL
t_2293dbd233d0,m_43e41877e5,2024-03-05 00:00:00.0000000,LIVE,SUCCESS,43435.00,NGN,bank,NULL
t_229799d4dd55,m_fdbae50859,2024-03-16 00:00:00.0000000,LIVE,SUCCESS,22028.00,NGN,bank,NULL
t_22995d792f91,m_29ca273889,2024-09-17 00:00:00.0000000,LIVE,SUCCESS,52557.00,NGN,card,NULL
t_229b77ce7adb,m_2b65e6087c,2024-03-01 00:00:00.0000000,LIVE,SUCCESS,46186.00,NGN,card,NULL
t_229d77512a53,m_9934f53be6,2024-05-16 00:00:00.0000000,LIVE,SUCCESS,51130.00,NGN,card,NULL
t_22a09628d1d0,m_4053ee70a0,2024-03-05 00:00:00.0000000,LIVE,SUCCESS,17764.00,NGN,card,NULL
t_22a6fd10e339,m_40f0ac96eb,2024-03-16 00:00:00.0000000,LIVE,SUCCESS,74911.00,NGN,ussd,NULL
t_22aeac218f25,m_a0ecbb09ce,2024-06-22 00:00:00.0000000,LIVE,SUCCESS,16439.00,NGN,bank,NULL
t_22b1293acf33,m_4fadff3748,2024-02-10 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_22b2cf2a2ace,m_a86e4162cb,2024-03-12 00:00:00.0000000,LIVE,SUCCESS,48104.00,NGN,card,NULL
t_22b97a0831e9,m_7902fd912b,2024-01-28 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_22bd3cfaf04e,m_1a2b51f33c,2024-04-16 00:00:00.0000000,LIVE,SUCCESS,73060.00,NGN,ussd,NULL
t_22be651d3352,m_29df738521,2024-04-16 00:00:00.0000000,LIVE,SUCCESS,26583.00,NGN,card,NULL
t_22be65615c42,m_2b87c6392f,2024-03-19 00:00:00.0000000,LIVE,SUCCESS,46013.00,NGN,ussd,NULL
t_22c0799077e9,m_b953dac151,2024-04-08 00:00:00.0000000,LIVE,SUCCESS,29452.00,NGN,card,NULL
t_22c19ca0b02b,m_1daaab45fa,2024-01-29 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_22c59ccb7b5e,m_f969e9850d,2024-04-01 00:00:00.0000000,LIVE,SUCCESS,62262.00,NGN,ussd,NULL
t_22c5d39948a3,m_4cb0ef01fc,2024-03-15 00:00:00.0000000,LIVE,SUCCESS,53269.00,NGN,bank,NULL
t_22c943016c68,m_d2864589de,2024-06-26 00:00:00.0000000,LIVE,SUCCESS,40148.00,NGN,ussd,NULL
t_22ca1f7aa2a9,m_e12f461842,2024-01-25 00:00:00.0000000,TEST,SUCCESS,0.00,NGN,card,NULL
t_22ca768d280d,m_66d24572cc,2024-03-02 00:00:00.0000000,LIVE,SUCCESS,59750.00,NGN,bank,NULL
t_22cb0cf3d9eb,m_795340fd40,2024-03-18 00:00:00.0000000,LIVE,SUCCESS,74204.00,NGN,ussd,NULL
t_22ce7fec0086,m_045d08bf26,2024-04-27 00:00:00.0000000,LIVE,SUCCESS,74793.00,NGN,bank,NULL
t_22d47f896ec4,m_3095be967f,2024-03-11 00:00:00.0000000,LIVE,SUCCESS,20540.00,NGN,bank,NULL
t_22d7b6628fb6,m_7477acaa3d,2024-03-11 00:00:00.0000000,LIVE,SUCCESS,2768.00,NGN,bank,NULL
t_22d909920da7,m_23c3c28070,2024-03-09 00:00:00.0000000,LIVE,SUCCESS,44851.00,NGN,bank,NULL
t_22d9dbf95068,m_edfe8aac84,2024-09-30 00:00:00.0000000,LIVE,SUCCESS,61485.00,NGN,ussd,NULL
t_22dcdf0fcccf,m_29ca273889,2024-03-15 00:00:00.0000000,LIVE,SUCCESS,21579.00,NGN,ussd,NULL
