transaction_id,merchant_id,transaction_timestamp,transaction_amount,merchant_avg_amount,merchant_std_amount,hour_of_day,is_weekend,time_since_last_tx_sec,merchant_age_days,is_early_lifecycle_tx,merchant_failure_rate_7d,hour,day_of_week,amount_vs_avg,amount_to_avg_ratio,z_score_amount,rapid_repeat_tx,burst_tx,method_bank,method_card,method_ussd,anomaly_score,is_fraud,is_night,rapid_succession,is_first_purchase,fraud_risk_score,fraud_action,fraud_flag,merchant_fraud_flag
t_23529e31345a,m_3ff0ec631c,2024-02-18,53055.0,58630.0,7884.24061023,0,1,86400.0,9,1,0.0,0,6,0.9049121610097219,0.9049121610097219,-0.7071067811865479,0,0,True,False,False,-0.07063437763009572,1,1,0,0,15,APPROVE,1,1
t_2353d1b2a8fd,m_6aed2f1bc2,2024-03-28,72043.0,43723.333333333336,21342.0002002987,0,0,0.0,70,0,0.0,0,3,1.6477014561256385,1.6477014561256385,1.326945291016833,1,1,True,False,False,0.07704883066850499,0,1,1,0,0,APPROVE,0,0
t_2356549833da,m_edfe8aac84,2024-03-31,4884.0,41038.46544715447,24053.4250526313,0,1,0.0,77,0,0.0,0,6,0.11901029794325917,0.11901029794325917,-1.5030901157753993,1,1,False,False,True,0.020567975313349196,0,1,1,0,0,APPROVE,0,1
t_23577aac3d3e,m_b3b2c91d06,2024-03-19,49515.0,42289.549019607846,21253.537349204,0,0,0.0,49,0,0.0,0,1,1.1708566572096104,1.1708566572096104,0.3399646309070883,1,1,True,False,False,0.1002190096792348,0,1,1,0,0,APPROVE,0,0
t_235ae444d173,m_feea22267a,2024-03-29,50136.0,40254.790322580644,21099.4106887925,0,0,0.0,40,0,0.0,0,4,1.2454666785800288,1.2454666785800288,0.4683168560090646,1,1,False,True,False,0.09302498871667125,0,1,1,0,0,APPROVE,0,1
t_2360fadb9b38,m_66d24572cc,2024-03-22,46102.0,41352.662116040956,23324.7117931033,0,0,86400.0,68,0,0.0,0,4,1.114849628559143,1.114849628559143,0.20361828802374907,0,0,True,False,False,0.17188622879161364,0,1,0,0,0,APPROVE,0,0
t_23638c44abe7,m_9934f53be6,2024-05-19,11859.0,44262.259475218656,22762.8780152629,0,1,0.0,114,0,0.0,0,6,0.2679257710881109,0.2679257710881109,-1.423513294474087,1,1,False,True,False,0.04733250359837804,0,1,1,0,0,APPROVE,0,1
t_2364558b6528,m_3b987f526e,2024-03-01,33334.0,33782.379310344826,21156.4347293708,0,0,0.0,34,0,0.0,0,4,0.9867274206406319,0.9867274206406319,-0.02119351942236068,1,1,True,False,False,0.06993784790707336,0,1,1,0,0,APPROVE,0,0
t_236e5b6aeaf7,m_7b4d7a2894,2024-03-09,13831.0,42859.812182741116,22761.5701632418,0,1,0.0,19,0,0.0,0,5,0.32270323399992634,0.32270323399992634,-1.2753431320665407,1,1,False,False,True,0.057119946618438666,0,1,1,0,0,APPROVE,0,1
t_2370f2dc6fa4,m_e40d65ded4,2024-06-12,9928.0,40606.8328611898,23824.5639280384,0,0,86400.0,116,0,0.0,0,2,0.2444908726060421,0.2444908726060421,-1.2876975609650017,0,0,True,False,False,0.12909019132722716,0,1,0,0,0,APPROVE,0,1
t_2378009667c4,m_c39ad39100,2024-04-10,77085.0,42428.15625,22530.6522800756,0,0,86400.0,66,0,0.0,0,2,1.816835960200368,1.816835960200368,1.5382086288131074,0,0,False,False,True,0.11876863171413704,0,1,0,0,0,APPROVE,0,0
t_237be17405bc,m_17043e6f5b,2024-03-05,72469.0,36119.925531914894,22510.6917742589,0,0,86400.0,13,1,0.0,0,1,2.0063441143024434,2.0063441143024434,1.6147471091781582,0,0,False,False,True,0.021428287167771787,0,1,0,0,0,APPROVE,0,1
t_237d1fa42d0e,m_cfaad15ce5,2024-04-23,15472.0,43576.425287356324,22342.1760347638,0,0,0.0,108,0,0.0,0,1,0.355054364784924,0.355054364784924,-1.257909043578684,1,1,False,False,True,0.08441017606766843,0,1,1,0,0,APPROVE,0,0
t_237ecc4c90f0,m_fdbae50859,2024-04-01,33358.0,37172.16949152543,24467.8754121542,0,0,0.0,37,0,0.0,0,0,0.8973917975813871,0.8973917975813871,-0.1558847847341405,1,1,False,False,True,0.07561530617741896,0,1,1,0,0,APPROVE,0,1
t_23887a924878,m_b0ba9a23c9,2024-03-07,18564.0,37798.70731707317,21555.5864768787,0,0,86400.0,18,0,0.0,0,3,0.4911279066841233,0.4911279066841233,-0.8923305027077324,0,0,False,True,False,0.13928472074327813,0,1,0,0,0,APPROVE,0,1
t_2389b424da33,m_f6132644ff,2024-03-06,24055.0,41815.1,22412.7524104418,0,0,0.0,16,0,0.0,0,2,0.5752706558157221,0.5752706558157221,-0.7924104846545222,1,1,False,False,True,0.11210363035243703,0,1,1,0,0,APPROVE,0,0
t_238b28bb1e1c,m_a65d049a77,2024-03-22,13160.0,41228.62008733625,23564.5728265923,0,0,0.0,41,0,0.0,0,4,0.31919574247507293,0.31919574247507293,-1.19113638485571,1,1,True,False,False,0.09674505673534167,0,1,1,0,0,APPROVE,0,0
t_239d63a24975,m_5817aa64f6,2024-03-27,24578.0,39653.93548387097,23519.1385585518,0,0,0.0,48,0,0.0,0,2,0.6198123767563241,0.6198123767563241,-0.6410071289957686,1,1,False,True,False,0.10750969995384502,0,1,1,0,0,APPROVE,0,0
t_239ff6fc188c,m_11c30dc2e9,2024-03-21,23553.0,44688.18918918919,23306.9145401076,0,0,172800.0,48,0,0.0,0,3,0.5270520114450702,0.5270520114450702,-0.906820555454425,0,0,True,False,False,0.14089818825863526,0,1,0,0,0,APPROVE,0,0
t_23a0bf42c0db,m_2ff40be70a,2024-03-26,26583.0,37278.78571428572,20961.7491312833,0,0,259200.0,72,0,0.0,0,1,0.7130865314052611,0.7130865314052611,-0.5102525389125726,0,0,False,True,False,0.12995313331583996,0,1,0,0,0,APPROVE,0,0
t_23a26e17c631,m_02f4599a40,2024-09-04,36804.0,40254.1099796334,22640.719827746,0,0,0.0,243,0,0.0,0,2,0.9142917336545514,0.9142917336545514,-0.152385171756126,1,1,False,False,True,0.07029424795743888,0,1,1,0,0,APPROVE,0,1
t_23a7c4ce5bd3,m_898ded2410,2024-03-03,73200.0,50079.75,19375.5122236438,0,1,86400.0,47,0,0.0,0,6,1.461668638521558,1.461668638521558,1.193271678866199,0,0,True,False,False,0.04575032251676159,0,1,0,0,0,APPROVE,0,0
t_23b44df02803,m_640753638b,2024-04-04,74135.0,45311.666666666664,20933.4487647976,0,0,345600.0,60,0,0.0,0,3,1.636112848052378,1.636112848052378,1.3769032354479322,0,0,True,False,False,0.09753996471900533,0,1,0,0,0,APPROVE,0,0
t_23b72dcae639,m_29ca273889,2024-03-19,11106.0,41348.68095238095,21345.124884328,0,0,0.0,50,0,0.0,0,1,0.2685938159137454,0.2685938159137454,-1.4168425397494724,1,1,True,False,False,0.07617658372410174,0,1,1,0,0,APPROVE,0,1
t_23b81eb70f62,m_dda63e3c5d,2024-03-29,7141.0,38607.09565217391,22064.4941732719,0,0,0.0,53,0,0.0,0,4,0.1849659985909326,0.1849659985909326,-1.426096397455182,1,1,False,True,False,0.07838558224081288,0,1,1,0,0,APPROVE,0,0
t_23b82d5168fc,m_81efeda3e4,2024-05-04,75467.0,41660.9335793358,22999.9546703905,0,1,0.0,100,0,0.0,0,5,1.8114572458220743,1.8114572458220743,1.4698318716334338,1,1,False,False,True,0.024687839708837922,0,1,1,0,0,APPROVE,0,0
t_23b8c719ed82,m_1a2b51f33c,2024-05-06,70479.0,41227.58301158301,22729.2990408297,0,0,0.0,111,0,0.0,0,0,1.7095108384160846,1.7095108384160846,1.28694760607757,1,1,False,True,False,0.0956611950027959,0,1,1,0,0,APPROVE,0,0
t_23bb88040190,m_237772a721,2024-03-10,2916.0,29926.958333333332,21929.9303464053,0,1,172800.0,55,0,0.0,0,6,0.09743723259547203,0.09743723259547203,-1.2316937585604735,0,0,True,False,False,0.047335049945696483,0,1,0,0,0,APPROVE,0,0
t_23bc6616c117,m_edfe8aac84,2024-03-16,72052.0,41038.46544715447,24053.4250526313,0,1,0.0,62,0,0.0,0,5,1.755718670640399,1.755718670640399,1.2893604334927276,1,1,True,False,False,0.03519221318376298,0,1,1,0,0,APPROVE,0,1
t_23c206c83695,m_29ca273889,2024-05-20,49948.0,41348.68095238095,21345.124884328,0,0,86400.0,112,0,0.0,0,0,1.207970819130178,1.207970819130178,0.4028704022215787,0,0,False,False,True,0.1429075840644391,0,1,0,0,0,APPROVE,0,1
t_23c4c5af7efa,m_aef8f92b52,2024-04-12,56150.0,40039.27131782946,22582.2889194137,0,0,0.0,54,0,0.0,0,4,1.402373173934273,1.402373173934273,0.713423193710021,1,1,False,False,True,0.10463227311592421,0,1,1,0,0,APPROVE,0,1
t_23c5f9199ed8,m_e093912b8d,2024-04-13,22608.0,40775.75892857143,23074.6251767926,0,1,0.0,44,0,0.0,0,5,0.5544470684065835,0.5544470684065835,-0.7873479542733256,1,1,False,False,True,0.07462241455177065,0,1,1,0,0,APPROVE,0,1
t_23cc3f14e943,m_b824b200b5,2024-03-12,22711.0,39045.815217391304,23423.0617211767,0,0,0.0,33,0,0.0,0,1,0.5816500404346622,0.5816500404346622,-0.6973817262592559,1,1,True,False,False,0.10187338116676703,0,1,1,0,0,APPROVE,0,0
t_23cd11202c0a,m_f91e5a3cdb,2024-03-11,46221.0,36921.357142857145,22333.7355158054,0,0,86400.0,13,1,0.0,0,0,1.2518770591546897,1.2518770591546897,0.4163944204748719,0,0,False,False,True,0.06507443345280461,0,1,0,0,0,APPROVE,0,1
t_23ce8c695f20,m_02f4599a40,2024-04-16,12998.0,40254.1099796334,22640.719827746,0,0,86400.0,102,0,0.0,0,1,0.3228987054135925,0.3228987054135925,-1.20385350761822,0,0,False,False,True,0.14899382769719727,0,1,0,0,0,APPROVE,0,1
t_23d52cbe76ae,m_184699b8c1,2024-03-02,14031.0,41042.2311827957,23998.4317941548,0,1,0.0,29,0,0.0,0,5,0.34186737893240043,0.34186737893240043,-1.1255415109821767,1,1,False,True,False,0.05867036622091437,0,1,1,0,0,APPROVE,0,0
t_23d537a77a36,m_63f3a7cfaa,2024-04-28,76221.0,41912.50769230769,22346.7600378528,0,1,86400.0,118,0,0.0,0,6,1.8185740772077217,1.8185740772077217,1.5352781454482767,0,0,True,False,False,0.06753082084702655,0,1,0,0,0,APPROVE,0,0
t_23d7231a4964,m_184699b8c1,2024-04-15,75856.0,41042.2311827957,23998.4317941548,0,0,86400.0,73,0,0.0,0,0,1.8482425982678474,1.8482425982678474,1.4506684901670843,0,0,True,False,False,0.1149742795575528,0,1,0,0,0,APPROVE,0,0
t_23d7e7b19bd7,m_edfe8aac84,2024-04-14,78844.0,41038.46544715447,24053.4250526313,0,1,86400.0,91,0,0.0,0,6,1.9212219351020323,1.9212219351020323,1.5717318623074774,0,0,False,False,True,0.05666064868676801,0,1,0,0,0,APPROVE,0,1
t_23d9bef6eeec,m_17210dcac4,2024-03-16,27887.0,39008.690322580645,23308.4411265025,0,1,86400.0,21,0,0.0,0,5,0.7148919835398134,0.7148919835398134,-0.4771529019130713,0,0,False,True,False,0.11635801041169702,0,1,0,0,0,APPROVE,0,1
t_23db496cf7cc,m_729489e917,2024-05-20,74373.0,41888.717391304344,22074.908187717,0,0,259200.0,113,0,0.0,0,0,1.7754900276664725,1.7754900276664725,1.4715478013526089,0,0,False,True,False,0.10153248732245007,0,1,0,0,0,APPROVE,0,0
t_23dc52d87f17,m_1a2b51f33c,2024-05-18,33715.0,41227.58301158301,22729.2990408297,0,1,0.0,123,0,0.0,0,5,0.8177777482256884,0.8177777482256884,-0.33052418370174136,1,1,False,False,True,0.06378286171163705,0,1,1,0,0,APPROVE,0,0
t_23dc7d8d25df,m_a4de45f48a,2024-06-09,40329.0,40946.10552763819,21973.9599499669,0,1,0.0,102,0,0.0,0,6,0.9849288346306427,0.9849288346306427,-0.02808349196245432,1,1,False,True,False,0.07710334936302676,0,1,1,0,0,APPROVE,0,1
t_23ddecc0b67f,m_edfe8aac84,2024-09-11,59158.0,41038.46544715447,24053.4250526313,0,0,0.0,241,0,0.0,0,2,1.4415256358983057,1.4415256358983057,0.7533037192498854,1,1,False,True,False,0.03936246902787699,0,1,1,0,0,APPROVE,0,1
t_23e3a3fcfbe4,m_8ae2078642,2024-03-22,5088.0,43758.25174825175,21972.184714299,0,0,0.0,25,0,0.0,0,4,0.11627521202794118,0.11627521202794118,-1.7599638930345431,1,1,False,True,False,0.04785850131355629,0,1,1,0,0,APPROVE,0,1
t_23e88717d42b,m_1a2b51f33c,2024-03-07,77186.0,41227.58301158301,22729.2990408297,0,0,0.0,51,0,0.0,0,3,1.8721931862538332,1.8721931862538332,1.582029297244196,1,1,False,True,False,0.08194658544201788,0,1,1,0,0,APPROVE,0,0
t_23ebbda2e893,m_8ae2078642,2024-05-04,67453.0,43758.25174825175,21972.184714299,0,1,86400.0,68,0,0.0,0,5,1.5414921141746691,1.5414921141746691,1.078397462967269,0,0,True,False,False,0.11076621895313299,0,1,0,0,0,APPROVE,0,1
t_23ebf12ad841,m_045d08bf26,2024-04-18,28208.0,38369.12244897959,22526.8540400998,0,0,86400.0,72,0,0.0,0,3,0.7351744892656563,0.7351744892656563,-0.45106708779183696,0,0,False,True,False,0.16939866565884326,0,1,0,0,0,APPROVE,0,0
t_23ef09b4c6d1,m_045d08bf26,2024-03-13,60944.0,38369.12244897959,22526.8540400998,0,0,86400.0,36,0,0.0,0,2,1.5883605386346482,1.5883605386346482,1.0021318338919016,0,0,False,False,True,0.14607013387081114,0,1,0,0,0,APPROVE,0,0
t_23ef562773f2,m_9112550cdc,2024-04-14,73627.0,43241.224,21958.4282653587,0,1,86400.0,82,0,0.0,0,6,1.7027038827578054,1.7027038827578054,1.3837864729114588,0,0,False,False,True,0.0841227775040776,0,1,0,0,0,APPROVE,0,0
t_23efa45df060,m_afdadda8e4,2024-03-26,58788.0,39731.22222222222,27142.6050497901,0,0,259200.0,44,0,0.0,0,1,1.4796423747346756,1.4796423747346756,0.7020983337015823,0,0,True,False,False,0.08621081469223396,0,1,0,0,0,APPROVE,0,0
t_23f9e0cf7af3,m_81efeda3e4,2024-07-12,9241.0,41660.9335793358,22999.9546703905,0,0,86400.0,169,0,0.0,0,4,0.22181452036839666,0.22181452036839666,-1.4095651075813778,0,0,False,True,False,0.10259633688146097,0,1,0,0,0,APPROVE,0,0
t_23fb16215efd,m_f5bff98523,2024-05-01,20326.0,39295.83720930233,21580.3418469369,0,0,0.0,76,0,0.0,0,2,0.5172558073196699,0.5172558073196699,-0.8790332119782845,1,1,False,True,False,0.10095110882884245,0,1,1,0,0,APPROVE,0,0
t_23fc9224d273,m_53e1cf17dd,2024-06-23,11070.0,41324.64705882353,24062.4858999122,0,1,345600.0,123,0,0.0,0,6,0.26787887587381976,0.26787887587381976,-1.2573367184366402,0,0,False,False,True,0.055097840806850096,0,1,0,0,0,APPROVE,0,0
t_23fe3cc9c4d7,m_81efeda3e4,2024-06-11,55411.0,41660.9335793358,22999.9546703905,0,0,0.0,138,0,0.0,0,1,1.3300470066154342,1.3300470066154342,0.5978301530465908,1,1,False,False,True,0.08197945746500013,0,1,1,0,0,APPROVE,0,0
t_23fec7c572a1,m_1169f936bb,2024-03-07,6426.0,42257.075,22318.5444677484,0,0,0.0,14,1,0.0,0,3,0.1520692097122198,0.1520692097122198,-1.6054395953901919,1,1,False,False,True,-0.00037500949084423585,1,1,1,0,10,APPROVE,1,1
t_24006f62fa71,m_16e1660a09,2024-06-09,75046.0,44959.92,23073.9943863872,0,1,86400.0,114,0,0.0,0,6,1.6691755679280569,1.6691755679280569,1.3038956106251665,0,0,False,False,True,0.054444418074809375,0,1,0,0,0,APPROVE,0,0
t_2400a56e3de8,m_80ace90443,2024-03-03,16497.0,35131.07142857143,18509.6106448859,0,1,86400.0,12,1,0.0,0,6,0.46958431181188814,0.46958431181188814,-1.0067241167884813,0,0,True,False,False,-0.007456584052441206,1,1,0,0,0,APPROVE,1,1
t_2404f6adc17c,m_70ef414429,2024-05-01,14405.0,46192.73170731707,21734.6875995773,0,0,172800.0,103,0,0.0,0,2,0.31184559707946874,0.31184559707946874,-1.46253455733752,0,0,False,False,True,0.10968475925127263,0,1,0,0,0,APPROVE,0,0
t_2406c9ba5064,m_65c3e0b150,2024-03-16,65238.0,39853.98529411765,22977.8345882286,0,1,0.0,29,0,0.0,0,5,1.6369253794457783,1.6369253794457783,1.1047174444752257,1,1,False,True,False,0.07060783403911675,0,1,1,0,0,APPROVE,0,1
t_240817796c56,m_65c3e0b150,2024-05-08,32041.0,39853.98529411765,22977.8345882286,0,0,86400.0,82,0,0.0,0,2,0.8039597486560315,0.8039597486560315,-0.34002269727018547,0,0,True,False,False,0.17024869780776358,0,1,0,0,0,APPROVE,0,1
t_240fc15a328e,m_4bda98f51d,2024-03-13,39607.0,40606.61538461538,22239.7491828617,0,0,86400.0,30,0,0.0,0,2,0.9753829425292583,0.9753829425292583,-0.04494724182346905,0,0,False,True,False,0.17009793741903623,0,1,0,0,0,APPROVE,0,0
t_241423a991a4,m_f6132644ff,2024-03-08,76630.0,41815.1,22412.7524104418,0,0,0.0,18,0,0.0,0,4,1.8325915757704754,1.8325915757704754,1.5533522774195376,1,1,True,False,False,0.06792602195424235,0,1,1,0,0,APPROVE,0,0
t_2414aeced05e,m_a65d049a77,2024-04-13,68735.0,41228.62008733625,23564.5728265923,0,1,0.0,63,0,0.0,0,5,1.6671671245459072,1.6671671245459072,1.1672768318389874,1,1,True,False,False,0.04880023394670108,0,1,1,0,0,APPROVE,0,0
t_2414ba3617eb,m_ae0f14ce27,2024-03-01,67363.0,52795.73333333333,22268.458264892,0,0,0.0,54,0,0.0,0,4,1.2759174983837078,1.2759174983837078,0.6541659280307307,1,1,False,False,True,0.06607955919470732,0,1,1,0,0,APPROVE,0,0
t_2416c5cb2901,m_c0078c079b,2024-03-12,57639.0,38826.17647058824,23869.2563802946,0,0,86400.0,15,0,0.0,0,1,1.4845396904756494,1.4845396904756494,0.7881612744728318,0,0,False,True,False,0.13356641307711803,0,1,0,0,0,APPROVE,0,1
t_24177ee1aa07,m_1a2b51f33c,2024-06-29,78623.0,41227.58301158301,22729.2990408297,0,1,0.0,165,0,0.0,0,5,1.9070484917321162,1.9070484917321162,1.6452516604776002,1,1,False,False,True,0.001568364796960653,0,1,1,0,0,APPROVE,0,0
t_241a7d735821,m_6410c62ac0,2024-03-29,20557.0,43693.78947368421,21657.2365537173,0,0,432000.0,71,0,0.0,0,4,0.47047876248822545,0.47047876248822545,-1.0683167917705991,0,0,True,False,False,0.1274710212328612,0,1,0,0,0,APPROVE,0,0
t_241b1628bf8f,m_ba4896a688,2024-03-10,20767.0,39935.181818181816,22545.3056641328,0,1,172800.0,44,0,0.0,0,6,0.5200176649889481,0.5200176649889481,-0.8502072273376345,0,0,True,False,False,0.12214929347345282,0,1,0,0,0,APPROVE,0,0
t_241e94c5fade,m_4053ee70a0,2024-03-26,37597.0,40320.601694915254,21760.8896237278,0,0,0.0,44,0,0.0,0,1,0.9324513628163758,0.9324513628163758,-0.12516040207958565,1,1,False,True,False,0.11610172854881068,0,1,1,0,0,APPROVE,0,0
t_2420582aaa51,m_9934f53be6,2024-04-24,6804.0,44262.259475218656,22762.8780152629,0,0,86400.0,89,0,0.0,0,2,0.15372012365996343,0.15372012365996343,-1.6455853890752412,0,0,True,False,False,0.11827261512728238,0,1,0,0,0,APPROVE,0,1
t_24207066d595,m_c0ddf20c04,2024-05-10,35856.0,43375.701657458565,21527.8002545403,0,0,0.0,85,0,0.0,0,4,0.8266379246878296,0.8266379246878296,-0.349301905840223,1,1,True,False,False,0.09628705585447483,0,1,1,0,0,APPROVE,0,0
t_2425708b2035,m_9112550cdc,2024-03-10,29987.0,43241.224,21958.4282653587,0,1,86400.0,47,0,0.0,0,6,0.6934817571306492,0.6934817571306492,-0.6036053145438317,0,0,False,True,False,0.1256056358319816,0,1,0,0,0,APPROVE,0,0
t_2425b9d04b4a,m_edfe8aac84,2024-03-20,47024.0,41038.46544715447,24053.4250526313,0,0,86400.0,66,0,0.0,0,2,1.145851812138374,1.145851812138374,0.24884333685321655,0,0,False,True,False,0.15752623625484286,0,1,0,0,0,APPROVE,0,1
t_2427c60a820f,m_29ca273889,2024-07-17,54519.0,41348.68095238095,21345.124884328,0,0,0.0,170,0,0.0,0,2,1.318518480983386,1.318518480983386,0.6170176618310137,1,1,True,False,False,0.06589880499895406,0,1,1,0,0,APPROVE,0,1
t_242a2850f7cd,m_d99f6e6fb3,2024-03-02,57798.0,46056.35,22849.0612804414,0,1,86400.0,25,0,0.0,0,5,1.2549409581957753,1.2549409581957753,0.513878879131492,0,0,False,False,True,0.09688310389164412,0,1,0,0,0,APPROVE,0,0
t_242c671f3b05,m_02f4599a40,2024-04-13,78790.0,40254.1099796334,22640.719827746,0,1,86400.0,99,0,0.0,0,5,1.9573156639126752,1.9573156639126752,1.702061167381313,0,0,False,False,True,0.06300473595509326,0,1,0,0,0,APPROVE,0,1
t_242d3fe2c067,m_a4de45f48a,2024-04-25,47279.0,40946.10552763819,21973.9599499669,0,0,86400.0,57,0,0.0,0,3,1.154664146705898,1.154664146705898,0.288199964265947,0,0,True,False,False,0.17116824342942333,0,1,0,0,0,APPROVE,0,1
t_242d767ead15,m_98212f2404,2024-03-09,49958.0,37227.5,21901.3833272345,0,1,86400.0,30,0,0.0,0,5,1.3419649452689544,1.3419649452689544,0.5812646539166112,0,0,False,False,True,0.10253046595597493,0,1,0,0,0,APPROVE,0,0
t_242f280c8829,m_da065a694d,2024-05-10,5801.0,41193.7514450867,21704.3823605505,0,0,0.0,118,0,0.0,0,4,0.14082232854497406,0.14082232854497406,-1.6306730528953426,1,1,False,True,False,0.062021929654828445,0,1,1,0,0,APPROVE,0,0
t_242f6a17115a,m_dc7fb105b3,2024-03-06,46770.0,37590.77419354839,25698.3857206501,0,0,0.0,34,0,0.0,0,2,1.2441882617045705,1.2441882617045705,0.35719075533509437,1,1,False,True,False,0.05765535640101582,0,1,1,0,0,APPROVE,0,1
t_243420919878,m_edfe8aac84,2024-06-21,77253.0,41038.46544715447,24053.4250526313,0,0,0.0,159,0,0.0,0,4,1.8824534289538493,1.8824534289538493,1.5055874360347645,1,1,False,True,False,0.03808224854722353,0,1,1,0,0,APPROVE,0,1
t_2435803ddede,m_02f4599a40,2024-05-04,21202.0,40254.1099796334,22640.719827746,0,1,86400.0,120,0,0.0,0,5,0.5267039815493914,0.5267039815493914,-0.8414975373832951,0,0,True,False,False,0.12089591098699387,0,1,0,0,0,APPROVE,0,1
t_24376ee26c79,m_85083dd0f0,2024-03-25,2734.0,40013.11111111111,22865.250926244,0,0,0.0,50,0,0.0,0,0,0.06832760372988854,0.06832760372988854,-1.6303827686545675,1,1,False,False,True,0.06233105667666505,0,1,1,0,0,APPROVE,0,0
t_243cd52d4fc2,m_72932eece9,2024-04-20,14264.0,38692.46428571428,20730.2630619315,0,1,86400.0,108,0,0.0,0,5,0.3686505954924778,0.3686505954924778,-1.178396251544635,0,0,True,False,False,0.08012087663034989,0,1,0,0,0,APPROVE,0,0
t_244297181f36,m_06e4d0ee44,2024-03-25,38866.0,43448.48510638298,23007.763915232,0,0,86400.0,73,0,0.0,0,0,0.8945306126286606,0.8945306126286606,-0.199171250333858,0,0,False,True,False,0.16162078746614977,0,1,0,0,0,APPROVE,0,0
t_2448548e78b0,m_d7206fb2c2,2024-03-28,2152.0,42145.46956521739,21837.6743573801,0,0,86400.0,57,0,0.0,0,3,0.0510612415094799,0.0510612415094799,-1.8313978361757872,0,0,False,True,False,0.09471777353398653,0,1,0,0,0,APPROVE,0,0
t_2448ae162f21,m_7faa403cea,2024-03-11,63449.0,40634.0253164557,21198.7655318953,0,0,0.0,47,0,0.0,0,0,1.5614746387014935,1.5614746387014935,1.0762407202069044,1,1,False,True,False,0.0877315575967274,0,1,1,0,0,APPROVE,0,0
t_244e93311bbb,m_90203a4037,2024-03-20,39227.0,40008.267441860466,20541.6107074651,0,0,86400.0,48,0,0.0,0,2,0.980472350046255,0.980472350046255,-0.03803340706756469,0,0,False,False,True,0.1361077993711453,0,1,0,0,0,APPROVE,0,1
t_244e9e530b85,m_292333b8ef,2024-03-07,77485.0,41191.90476190476,26154.3849094273,0,0,86400.0,8,1,0.0,0,3,1.8810734887807359,1.8810734887807359,1.3876485860316852,0,0,True,False,False,-0.004628479583888567,1,1,0,0,40,REVIEW,1,1
t_2452f820743d,m_1a2b51f33c,2024-03-30,23984.0,41227.58301158301,22729.2990408297,0,1,0.0,74,0,0.0,0,5,0.5817464485672523,0.5817464485672523,-0.7586500129461783,1,1,True,False,False,0.08688413953660867,0,1,1,0,0,APPROVE,0,0
t_2454206afe65,m_4bda98f51d,2024-03-09,51015.0,40606.61538461538,22239.7491828617,0,1,0.0,26,0,0.0,0,5,1.2563223877882725,1.2563223877882725,0.46800818344684764,1,1,True,False,False,0.08453382751047106,0,1,1,0,0,APPROVE,0,0
t_2454badc135e,m_661ab8544c,2024-03-01,73535.0,40948.6,22348.796730473,0,0,3888000.0,59,0,0.0,0,4,1.7957878901842799,1.7957878901842799,1.4580829739065029,0,0,False,True,False,0.040970144091628025,0,1,0,0,0,APPROVE,0,0
t_245623d3d5ae,m_2988f6eef7,2024-03-16,76657.0,47453.75862068965,26605.6057877379,0,1,172800.0,16,0,0.0,0,5,1.6154041793135823,1.6154041793135823,1.097634897408337,0,0,True,False,False,0.005093517096869893,0,1,0,0,0,APPROVE,0,1
t_2461454ff5cd,m_d06f0a4803,2024-03-24,69289.0,45597.848837209305,21879.1903612978,0,1,0.0,37,0,0.0,0,6,1.5195672990489402,1.5195672990489402,1.0828166294808643,1,1,True,False,False,0.03578678413440617,0,1,1,0,0,APPROVE,0,1
t_2462219ab253,m_c0078c079b,2024-03-07,77312.0,38826.17647058824,23869.2563802946,0,0,86400.0,10,1,0.055555555555,0,3,1.9912339310198546,1.9912339310198546,1.6123595522307077,0,0,False,False,True,-0.007506259981290508,1,1,0,0,50,REVIEW,1,1
t_246eeb3018b6,m_17210dcac4,2024-04-07,10998.0,39008.690322580645,23308.4411265025,0,1,0.0,43,0,0.0,0,6,0.28193717628181114,0.28193717628181114,-1.201740183762505,1,1,False,True,False,0.05753603351554182,0,1,1,0,0,APPROVE,0,1
t_247396a6d2a8,m_2988f6eef7,2024-04-20,78518.0,47453.75862068965,26605.6057877379,0,1,172800.0,51,0,0.0,0,5,1.65462130466029,1.65462130466029,1.1675825623796683,0,0,False,True,False,0.01163283594175113,0,1,0,0,0,APPROVE,0,1
t_247681951cdb,m_b8d3e2a538,2024-03-24,45021.0,38944.875,23366.6257095457,0,1,259200.0,62,0,0.0,0,6,1.15601860321801,1.15601860321801,0.2600343359596756,0,0,True,False,False,0.12262029226909055,0,1,0,0,0,APPROVE,0,0
t_2479363f2053,m_edfe8aac84,2024-08-26,9792.0,41038.46544715447,24053.4250526313,0,0,0.0,225,0,0.0,0,0,0.23860541307542868,0.23860541307542868,-1.2990443306424793,1,1,False,True,False,0.03061999864385412,0,1,1,0,0,APPROVE,0,1
t_2482486fd33d,m_81efeda3e4,2024-04-16,44476.0,41660.9335793358,22999.9546703905,0,0,86400.0,82,0,0.0,0,1,1.0675708914516622,1.0675708914516622,0.12239443342417719,0,0,False,True,False,0.16659733510962582,0,1,0,0,0,APPROVE,0,0
t_248624fe4cc7,m_72932eece9,2024-03-08,66270.0,38692.46428571428,20730.2630619315,0,0,172800.0,65,0,0.0,0,4,1.7127366070728058,1.7127366070728058,1.3303032205572136,0,0,False,False,True,0.11443245428047949,0,1,0,0,0,APPROVE,0,0
